"flag","gender","education","house_val","age","online","customer_psy","marriage","child","occupation","mortgage","house_owner","region","fam_income"
"Y","M","4. Grad",548379,"5_<=55","Y","B","Married","N","Professional","1Low","Owner","Midwest","J"
"Y","M","4. Grad",1096137,"3_<=35","Y","C","Married","Y","Blue Collar","3High","Owner","Midwest","G"
"N","F","1. HS",0,"1_Unk","Y","C","Married","U","Sales/Service","1Low","Owner","West","E"
"Y","M","2. Some College",0,"6_<=65","Y","E","Single","N","Professional","1Low","Renter","Northeast","B"
"N","F","0. <HS",23805,"7_>65","Y","G","","U","Retired","1Low","Renter","Northeast","D"
"N","M","2. Some College",0,"5_<=55","Y","E","Married","Y","Professional","1Low","Owner","Midwest","E"
"Y","F","1. HS",357116,"5_<=55","Y","C","Married","Y","Sales/Service","2Med","Owner","Midwest","H"
"Y","M","4. Grad",507405,"5_<=55","Y","C","Married","Y","Professional","2Med","Owner","South","J"
"N","F","1. HS",148681,"5_<=55","Y","G","","Y","Professional","1Low","Renter","South","E"
"N","M","2. Some College",156469,"5_<=55","Y","F","","N","Sales/Service","2Med","Owner","South","F"
"N","M","1. HS",0,"4_<=45","Y","C","","N","Sales/Service","1Low","Owner","South","F"
"Y","F","1. HS",0,"5_<=55","Y","B","Single","U","Sales/Service","1Low","Renter","Northeast","D"
"N","M","2. Some College",207100,"1_Unk","Y","E","Married","U","Blue Collar","2Med","Owner","South","D"
"Y","M","2. Some College",296687,"5_<=55","Y","B","Married","N","Sales/Service","1Low","Owner","Midwest","G"
"Y","M","1. HS",0,"5_<=55","Y","E","Married","N","Blue Collar","1Low","Owner","South","E"
"Y","M","4. Grad",361335,"6_<=65","Y","B","Married","N","Professional","1Low","Owner","Midwest","J"
"Y","M","2. Some College",295444,"5_<=55","Y","E","Married","Y","Professional","1Low","Owner","Midwest","G"
"Y","F","1. HS",346301,"3_<=35","N","C","Married","Y","Sales/Service","3High","Owner","Northeast","F"
"N","M","0. <HS",66080,"1_Unk","N","F","Married","Y","Blue Collar","1Low","Renter","Midwest","A"
"Y","M","4. Grad",896928,"5_<=55","N","B","","Y","Professional","2Med","Owner","Northeast","K"
"N","M","1. HS",217455,"6_<=65","N","B","Married","N","Blue Collar","1Low","Owner","Northeast","E"
"Y","U","3. Bach",523200,"1_Unk","Y","B","","Y","Professional","3High","Owner","South","G"
"Y","M","4. Grad",663570,"6_<=65","N","C","Married","N","Professional","2Med","Owner","South","J"
"Y","F","3. Bach",1032448,"3_<=35","Y","C","","Y","Professional","1Low","Owner","South","I"
"N","F","0. <HS",692259,"1_Unk","N","G","Married","Y","Sales/Service","1Low","Renter","Northeast","E"
"Y","F","4. Grad",578332,"6_<=65","Y","B","Single","N","Professional","1Low","Owner","Midwest","I"
"Y","F","2. Some College",0,"4_<=45","Y","J","Married","U","Blue Collar","1Low","Owner","Midwest","E"
"N","U","1. HS",225728,"3_<=35","N","E","","Y","Blue Collar","1Low","Owner","West","E"
"Y","M","4. Grad",1077922,"6_<=65","N","B","Married","U","Professional","1Low","Owner","Northeast","L"
"N","M","1. HS",118308,"1_Unk","N","G","Single","Y","Blue Collar","1Low","Renter","South","D"
"N","F","2. Some College",15756,"1_Unk","N","G","Married","Y","Sales/Service","1Low","Renter","South","B"
"N","U","2. Some College",133320,"5_<=55","N","G","","U","Blue Collar","1Low","Renter","West","E"
"Y","M","2. Some College",0,"1_Unk","N","G","Single","U","Sales/Service","1Low","Renter","Northeast","B"
"N","F","1. HS",0,"7_>65","N","D","Married","N","Retired","1Low","Owner","Midwest","B"
"Y","M","2. Some College",0,"4_<=45","Y","C","Married","Y","Blue Collar","1Low","Owner","Midwest","G"
"N","M","3. Bach",0,"4_<=45","Y","E","Married","U","Sales/Service","1Low","Owner","Midwest","E"
"N","M","1. HS",0,"1_Unk","N","G","","U","Sales/Service","1Low","Owner","Midwest","B"
"Y","F","0. <HS",708761,"5_<=55","Y","F","Married","Y","Sales/Service","2Med","Owner","South","E"
"Y","M","3. Bach",196470,"4_<=45","Y","C","Married","Y","Sales/Service","2Med","Owner","Midwest","G"
"N","F","1. HS",264259,"6_<=65","Y","B","Married","U","Sales/Service","1Low","Owner","South","G"
"Y","F","4. Grad",945673,"5_<=55","Y","B","Single","Y","Sales/Service","1Low","Owner","West","J"
"N","F","2. Some College",119900,"1_Unk","N","E","","U","Sales/Service","1Low","Owner","South","F"
"N","M","2. Some College",102318,"3_<=35","Y","I","Single","U","Blue Collar","1Low","Owner","South","D"
"N","M","3. Bach",0,"5_<=55","Y","E","","U","Professional","1Low","Owner","South","E"
"Y","M","3. Bach",80289,"6_<=65","Y","B","Married","N","Retired","1Low","Owner","South","E"
"N","M","0. <HS",90971,"2_<=25","N","G","","Y","Blue Collar","1Low","Owner","Midwest","C"
"N","F","1. HS",873090,"7_>65","Y","E","","Y","Retired","3High","Owner","West","I"
"N","F","1. HS",0,"7_>65","N","G","","Y","Retired","1Low","Renter","South","E"
"N","M","0. <HS",263235,"1_Unk","N","G","","Y","Farm","1Low","Renter","West","B"
"N","F","4. Grad",1096758,"3_<=35","Y","B","","N","Professional","1Low","Owner","Northeast","J"
"N","F","3. Bach",205683,"1_Unk","N","E","","Y","Others","1Low","Owner","South","E"
"N","M","4. Grad",0,"1_Unk","Y","B","Married","U","Sales/Service","1Low","Owner","Northeast","E"
"N","F","2. Some College",0,"3_<=35","N","G","","U","Blue Collar","1Low","Renter","Northeast","D"
"Y","F","4. Grad",244596,"5_<=55","N","B","Married","U","Professional","1Low","Owner","South","E"
"Y","F","2. Some College",495950,"4_<=45","Y","F","Married","Y","Sales/Service","1Low","Owner","West","F"
"Y","M","3. Bach",1079100,"5_<=55","Y","C","Married","Y","Professional","3High","Owner","South","L"
"Y","M","3. Bach",1379940,"3_<=35","Y","C","","U","Sales/Service","2Med","Owner","Northeast","L"
"N","M","2. Some College",553284,"6_<=65","N","E","","U","Professional","1Low","","West","F"
"N","F","1. HS",0,"6_<=65","N","B","","U","Others","1Low","Owner","Midwest","D"
"Y","F","2. Some College",204811,"4_<=45","Y","F","Married","Y","Professional","2Med","Owner","West","E"
"N","F","2. Some College",0,"6_<=65","N","J","","N","Sales/Service","1Low","","South","C"
"Y","M","4. Grad",349628,"4_<=45","Y","B","","Y","Professional","1Low","Owner","South","F"
"N","F","1. HS",698516,"7_>65","N","E","","N","Retired","1Low","Renter","South","G"
"Y","M","3. Bach",0,"4_<=45","Y","A","Married","Y","Others","1Low","Renter","South","F"
"Y","F","3. Bach",445504,"5_<=55","Y","E","","N","Sales/Service","1Low","Owner","South","H"
"Y","M","3. Bach",528682,"6_<=65","Y","B","Married","Y","Professional","1Low","Owner","South","E"
"Y","M","4. Grad",0,"6_<=65","Y","B","Married","N","Professional","1Low","Owner","West","J"
"N","M","3. Bach",402864,"4_<=45","Y","B","Married","N","Professional","1Low","Owner","Northeast","I"
"N","F","2. Some College",0,"3_<=35","Y","A","Single","U","Professional","1Low","","West","B"
"Y","M","2. Some College",132435,"4_<=45","Y","C","Married","Y","Blue Collar","1Low","Owner","Midwest","F"
"Y","M","2. Some College",198533,"3_<=35","Y","J","Married","Y","Professional","1Low","Renter","Midwest","H"
"N","M","3. Bach",221008,"5_<=55","N","E","","Y","Sales/Service","1Low","Renter","South","F"
"N","M","1. HS",0,"1_Unk","Y","F","Married","N","Blue Collar","1Low","","Northeast","D"
"Y","M","1. HS",0,"7_>65","N","F","Married","N","Retired","1Low","Owner","Midwest","A"
"N","F","0. <HS",80383,"1_Unk","Y","J","Married","N","Sales/Service","1Low","Owner","Midwest","A"
"Y","F","0. <HS",0,"2_<=25","N","A","Single","U","Sales/Service","1Low","Owner","Northeast","E"
"Y","F","3. Bach",118701,"5_<=55","Y","J","Married","Y","Professional","1Low","Owner","Midwest","D"
"N","F","2. Some College",349246,"5_<=55","N","C","Married","N","Sales/Service","1Low","Owner","South","G"
"Y","M","2. Some College",477049,"4_<=45","Y","C","Married","Y","Professional","1Low","Owner","South","F"
"N","M","3. Bach",321005,"4_<=45","Y","B","","Y","Professional","1Low","Owner","Midwest","J"
"N","M","3. Bach",17440,"3_<=35","N","G","Single","Y","Blue Collar","1Low","Renter","Midwest","E"
"Y","F","3. Bach",879330,"4_<=45","N","C","Married","Y","Professional","3High","Owner","South","H"
"Y","M","2. Some College",118346,"2_<=25","Y","B","","N","Others","1Low","Owner","Northeast","E"
"Y","M","",1552846,"1_Unk","Y","B","","Y","Others","3High","Owner","South","L"
"Y","F","2. Some College",141198,"2_<=25","N","D","Married","N","Sales/Service","1Low","Owner","South","B"
"Y","F","3. Bach",806600,"5_<=55","Y","C","Married","Y","Professional","1Low","Owner","Midwest","L"
"N","M","4. Grad",763000,"4_<=45","N","E","Married","U","Professional","1Low","","Northeast","G"
"Y","M","2. Some College",506196,"3_<=35","Y","C","Married","Y","Professional","1Low","Owner","West","H"
"Y","F","3. Bach",438725,"1_Unk","Y","C","","Y","Sales/Service","2Med","Owner","West","E"
"Y","F","0. <HS",0,"6_<=65","Y","H","Single","Y","Others","1Low","Renter","Northeast","B"
"N","M","3. Bach",1538894,"7_>65","Y","B","Married","N","Retired","3High","Owner","West","L"
"Y","F","0. <HS",596848,"1_Unk","Y","B","Married","Y","Professional","3High","Owner","South","H"
"Y","M","3. Bach",290757,"4_<=45","Y","C","Married","Y","Professional","1Low","Owner","Northeast","H"
"Y","M","4. Grad",0,"3_<=35","Y","A","","N","Sales/Service","1Low","","Northeast","D"
"Y","M","3. Bach",521565,"6_<=65","Y","H","Single","N","Professional","1Low","Renter","West","G"
"N","M","",0,"4_<=45","N","G","Married","Y","Blue Collar","1Low","Renter","South","E"
"N","F","2. Some College",0,"3_<=35","N","G","","Y","Sales/Service","1Low","","South","B"
"Y","F","2. Some College",190202,"2_<=25","N","C","Married","Y","Sales/Service","2Med","Owner","South","J"
"N","F","1. HS",0,"1_Unk","Y","G","","N","Blue Collar","1Low","Renter","Midwest","A"
"N","M","1. HS",64048,"3_<=35","N","G","Single","U","Blue Collar","1Low","Renter","South","A"
"Y","M","1. HS",251626,"5_<=55","N","E","Married","Y","Sales/Service","1Low","Owner","South","G"
"Y","M","1. HS",1114416,"5_<=55","Y","C","Married","U","Professional","3High","Owner","West","H"
"Y","U","1. HS",0,"1_Unk","Y","A","","N","Sales/Service","1Low","Renter","West","B"
"Y","F","1. HS",119527,"5_<=55","N","F","Married","Y","Sales/Service","1Low","Owner","South","D"
"Y","F","3. Bach",252918,"4_<=45","Y","C","","Y","Professional","3High","Owner","South","E"
"N","F","1. HS",223493,"7_>65","Y","D","","N","Retired","1Low","Owner","South","B"
"N","F","3. Bach",0,"7_>65","N","E","","U","Retired","1Low","Renter","West","F"
"Y","M","0. <HS",82469,"4_<=45","N","I","Single","Y","Blue Collar","1Low","Owner","Midwest","F"
"Y","M","2. Some College",269186,"6_<=65","N","B","Married","N","Professional","1Low","Owner","Northeast","G"
"Y","M","1. HS",96438,"4_<=45","Y","F","Married","Y","Blue Collar","1Low","Owner","South","E"
"Y","M","3. Bach",429732,"3_<=35","Y","C","Married","Y","Professional","1Low","Owner","West","J"
"Y","F","1. HS",209979,"6_<=65","Y","E","Married","N","Professional","1Low","Renter","South","D"
"Y","M","3. Bach",0,"5_<=55","N","A","Single","U","Sales/Service","1Low","","West","C"
"Y","F","2. Some College",0,"5_<=55","N","G","Single","U","Sales/Service","1Low","Renter","South","D"
"N","M","4. Grad",198816,"5_<=55","N","B","Married","Y","Professional","1Low","Owner","Midwest","F"
"N","M","3. Bach",391800,"4_<=45","Y","E","","Y","Blue Collar","3High","Owner","Northeast","F"
"N","M","2. Some College",215820,"1_Unk","Y","H","Single","U","Sales/Service","1Low","Renter","South","E"
"Y","M","3. Bach",368520,"4_<=45","Y","C","Married","Y","Professional","3High","Owner","Midwest","K"
"N","F","1. HS",144034,"4_<=45","N","G","Married","Y","Others","1Low","Renter","Northeast","A"
"Y","M","3. Bach",720446,"5_<=55","Y","B","Married","N","Professional","3High","Owner","West","B"
"Y","M","4. Grad",132729,"4_<=45","Y","C","Married","U","Sales/Service","1Low","Owner","Midwest","G"
"Y","M","3. Bach",482325,"5_<=55","N","J","Married","Y","Sales/Service","1Low","Renter","South","C"
"N","M","3. Bach",141700,"1_Unk","N","G","","U","Sales/Service","1Low","Renter","Midwest","D"
"Y","M","3. Bach",305200,"3_<=35","Y","C","Married","Y","Professional","3High","Owner","South","E"
"Y","M","2. Some College",494511,"5_<=55","Y","C","Married","Y","Professional","2Med","Owner","West","L"
"Y","M","1. HS",242389,"1_Unk","Y","C","Married","Y","Sales/Service","2Med","Owner","South","F"
"Y","M","1. HS",522546,"6_<=65","Y","B","Married","N","Professional","2Med","Owner","West","H"
"N","F","1. HS",54412,"5_<=55","N","I","Married","N","Blue Collar","1Low","Owner","South","A"
"N","F","4. Grad",138866,"3_<=35","Y","E","","N","Blue Collar","1Low","Owner","South","E"
"N","F","1. HS",163500,"1_Unk","N","E","","Y","Blue Collar","1Low","Owner","Midwest","F"
"Y","M","1. HS",249392,"5_<=55","Y","E","Married","Y","Blue Collar","1Low","","West","D"
"Y","F","3. Bach",824585,"5_<=55","Y","B","","U","Professional","1Low","Owner","West","J"
"Y","M","1. HS",258657,"7_>65","N","C","","Y","Retired","1Low","","West","F"
"N","F","1. HS",142790,"3_<=35","Y","B","","Y","Sales/Service","1Low","Owner","Midwest","E"
"N","F","3. Bach",588425,"1_Unk","N","C","","Y","Professional","1Low","","Midwest","L"
"N","F","3. Bach",859377,"7_>65","Y","B","Married","N","Retired","2Med","Owner","South","E"
"Y","M","2. Some College",413792,"5_<=55","Y","E","Married","Y","Professional","2Med","Owner","West","G"
"Y","F","2. Some College",617408,"5_<=55","Y","C","Married","Y","Professional","1Low","Owner","Midwest","H"
"Y","M","3. Bach",227330,"4_<=45","Y","I","Married","N","Professional","1Low","Owner","West","D"
"N","F","4. Grad",0,"7_>65","Y","E","","N","Retired","1Low","Renter","Northeast","C"
"Y","M","1. HS",0,"3_<=35","Y","B","","N","Sales/Service","1Low","Owner","Northeast","F"
"Y","F","4. Grad",0,"5_<=55","Y","C","","Y","Professional","1Low","Owner","West","D"
"N","F","4. Grad",274680,"6_<=65","Y","D","Married","N","Professional","1Low","Owner","South","K"
"N","F","4. Grad",196200,"7_>65","N","E","","N","Professional","1Low","Owner","South","E"
"N","F","2. Some College",169059,"2_<=25","Y","F","","Y","Sales/Service","1Low","Owner","Midwest","E"
"N","M","1. HS",104912,"3_<=35","N","F","Married","Y","Blue Collar","1Low","","South","E"
"N","M","0. <HS",0,"1_Unk","N","F","Married","Y","Blue Collar","1Low","Owner","Midwest","E"
"Y","M","4. Grad",524222,"5_<=55","Y","B","Married","Y","Professional","3High","Owner","South","J"
"N","F","1. HS",76038,"2_<=25","N","J","","U","Blue Collar","1Low","Owner","South","D"
"N","M","0. <HS",0,"1_Unk","N","E","","U","Blue Collar","1Low","Renter","West","B"
"Y","M","1. HS",0,"1_Unk","N","G","","U","Blue Collar","1Low","Renter","West","D"
"Y","M","2. Some College",504234,"4_<=45","Y","C","Married","Y","Sales/Service","3High","Owner","South","F"
"N","M","4. Grad",362316,"5_<=55","Y","B","Married","N","Professional","3High","Owner","South","E"
"Y","M","2. Some College",21280,"4_<=45","Y","G","Married","Y","Professional","1Low","Owner","South","D"
"N","M","0. <HS",277950,"6_<=65","Y","C","","Y","Sales/Service","1Low","Renter","Northeast","F"
"N","F","1. HS",68670,"6_<=65","N","I","Single","Y","Blue Collar","1Low","Owner","South","B"
"N","F","2. Some College",176776,"7_>65","Y","J","Married","Y","Sales/Service","1Low","Owner","South","E"
"N","F","1. HS",39567,"6_<=65","Y","D","Married","N","Sales/Service","1Low","Owner","Northeast","D"
"Y","M","2. Some College",280173,"1_Unk","Y","A","Single","U","Professional","1Low","","West","E"
"Y","M","4. Grad",307347,"5_<=55","Y","B","Married","Y","Professional","1Low","Owner","Northeast","E"
"N","M","2. Some College",115976,"5_<=55","Y","G","","Y","Professional","1Low","Owner","South","E"
"Y","M","4. Grad",237402,"5_<=55","Y","E","Married","U","Sales/Service","2Med","Owner","South","F"
"Y","M","4. Grad",0,"5_<=55","N","C","Married","Y","Professional","1Low","Owner","West","F"
"N","M","2. Some College",97991,"4_<=45","N","G","Single","U","Others","1Low","Renter","South","D"
"Y","M","3. Bach",358174,"7_>65","Y","D","Married","N","Retired","1Low","Owner","Northeast","F"
"N","F","1. HS",0,"6_<=65","Y","E","Married","N","Professional","1Low","Renter","Northeast","E"
"Y","M","3. Bach",419230,"4_<=45","Y","C","Married","Y","Blue Collar","1Low","Owner","Northeast","J"
"N","F","2. Some College",260946,"7_>65","N","I","","N","Retired","2Med","Owner","West","F"
"N","F","2. Some College",0,"4_<=45","N","F","Single","Y","Sales/Service","1Low","","Midwest","F"
"N","M","3. Bach",0,"4_<=45","Y","I","Married","U","Sales/Service","1Low","Owner","Northeast","D"
"N","F","0. <HS",346620,"4_<=45","Y","C","","Y","Professional","1Low","Owner","Northeast","I"
"N","M","0. <HS",42266,"4_<=45","N","G","Single","U","Sales/Service","1Low","Renter","Midwest","D"
"N","M","1. HS",0,"5_<=55","N","J","Married","U","Blue Collar","1Low","Owner","West","E"
"N","F","1. HS",0,"5_<=55","Y","U","","0","Professional","1Low","","South","U"
"N","F","2. Some College",35425,"6_<=65","N","D","","N","Professional","1Low","Owner","South","G"
"Y","M","1. HS",143945,"6_<=65","N","B","","Y","Others","1Low","Owner","Midwest","E"
"Y","M","1. HS",347200,"3_<=35","N","F","","U","Blue Collar","1Low","Owner","Northeast","E"
"N","M","4. Grad",0,"3_<=35","N","G","Single","N","Professional","1Low","Renter","West","A"
"N","M","1. HS",0,"1_Unk","N","E","","U","Blue Collar","1Low","Renter","Northeast","A"
"Y","M","4. Grad",200124,"3_<=35","Y","C","Married","Y","Others","2Med","Owner","South","D"
"Y","M","3. Bach",240940,"7_>65","Y","C","","Y","Retired","2Med","Owner","South","F"
"N","F","3. Bach",609310,"4_<=45","Y","C","","Y","Professional","1Low","Owner","West","H"
"Y","M","2. Some College",280762,"1_Unk","Y","C","Married","U","Professional","3High","Owner","South","F"
"N","F","0. <HS",0,"7_>65","Y","D","Married","N","Professional","1Low","Owner","West","D"
"Y","M","3. Bach",568162,"4_<=45","Y","C","Married","Y","Blue Collar","3High","Owner","West","F"
"Y","M","3. Bach",0,"7_>65","Y","D","Married","N","Retired","1Low","Owner","Northeast","F"
"N","F","0. <HS",143454,"1_Unk","N","G","","Y","Others","1Low","Renter","West","E"
"N","M","4. Grad",512300,"6_<=65","N","C","","Y","Professional","3High","Owner","Northeast","C"
"N","U","0. <HS",0,"2_<=25","N","F","Single","Y","Blue Collar","1Low","","South","A"
"Y","M","2. Some College",0,"3_<=35","N","B","Married","N","Sales/Service","1Low","","Northeast","K"
